Item Title,List Name,List Description,Group,Date Added,Date Edited,Category,Pinned,Progress,Saved Web Link,Notes
"The Rust Programming Language, 2nd Edition","Activity","","Main",5/9/21,12/15/23,Book,FALSE,0.0,,""
"Sapiens","Activity","","Main",5/4/21,12/15/23,Book,FALSE,0.0,,""
"Children of Earth and Sky","Activity","","Main",4/2/21,12/15/23,Book,FALSE,0.0,,""
"Sprint","Activity","","Main",4/1/21,12/15/23,Book,FALSE,0.0,,""
"The Friends of Eddie Coyle","Activity","","Main",3/6/21,12/15/23,Book,FALSE,0.0,,""
"The Midnight Library","Activity","","Main",2/22/21,12/15/23,Book,FALSE,0.0,,""
"The Black Prism","Activity","","Main",1/4/21,12/15/23,Book,FALSE,0.0,,""
"Refactoring UI","Activity","","Main",12/20/20,12/15/23,Book,FALSE,0.0,,""
"Classical Music Without Fear: A Guide For General Audiences","Activity","","Main",12/6/20,12/15/23,Book,FALSE,0.0,,"Author: Marianne Williams Tobiastextbook"
"The Dispossessed","Activity","","Main",11/30/20,12/15/23,Book,FALSE,0.0,,""
"","Activity","","Main",11/9/20,12/15/23,Book,FALSE,0.0,,""
"Ghostwritten","Activity","","Main",4/15/13,12/15/23,Book,FALSE,0.0,,""
